"";"Wert";"Gruppe"
"1";0,0187461709418264;0
"2";-0,184252542069064;0
"3";-1,22133054992251;1
"4";-0,449167715783718;1
"5";0,444545126567508;1
"6";0,389794300700167;0
"7";-1,05807617542949;1
"8";-0,213676017470862;1
"9";-1,62667268170309;0
"10";-0,256478394123992;0
"11";1,10177950308713;0
"12";0,905781508027337;1
"13";-0,238233556018718;0
"14";0,98744470341339;0
"15";0,891390128383824;1
"16";0,0893472664958216;0
"17";-0,804943856152377;1
"18";-0,0451503846672389;1
"19";1,07552126209408;1
"20";0,482978524836611;0
"21";-0,596310636720207;0
"22";-2,03528683816953;1
"23";-0,524865937875116;1
"24";-2,11906119191017;0
"25";-1,1151980215309;1
"26";-0,373661555154702;0
"27";-0,687555430387918;0
"28";-0,72215882671769;1
"29";0,0482389937751836;1
"30";-0,253780530102462;0
"31";-1,85374045447914;0
"32";-0,0779460660753655;0
"33";0,96856634052454;0
"34";0,334925959990315;1
"35";-1,22994357833758;1
"36";-1,43551436236037;0
"37";0,512087228606606;1
"38";-1,75908675375971;0
"39";-0,174544009572335;1
"40";-0,651562988544657;0
"41";1,08655139944051;0
"42";-0,612544880031294;1
"43";-0,678662535001092;1
"44";0,984473903088454;1
"45";-0,96765198675991;0
"46";0,121184664524135;1
"47";0,232525152575391;0
"48";-0,151208681504178;1
"49";-0,527614583149334;1
"50";0,655227636235218;0
"51";-0,250637547031742;1
"52";-0,334556565073352;0
"53";1,51795395319196;1
"54";2,28776710365012;1
"55";0,505819264529025;0
"56";0,786342384239158;0
"57";-0,902211944178638;0
"58";0,682896992328326;1
"59";-0,495894253549207;1
"60";0,290987488429766;0
"61";-1,08759446887722;1
"62";-0,306176275117809;1
"63";-0,830322654724733;0
"64";0,340115643674263;0
"65";1,06637639568217;0
"66";1,2161258380798;0
"67";0,885690657633052;1
"68";-0,33120861731558;1
"69";0,562744762858116;0
"70";-1,0963197118892;1
"71";0,380922212625677;0
"72";-1,43042725279669;0
"73";-0,898445504878599;1
"74";-0,218503550534591;0
"75";-1,48993623673554;0
"76";1,32270628121431;1
"77";-1,32982702157166;1
"78";-0,280387816077224;1
"79";-0,901638642043446;1
"80";1,5225863440541;0
"81";0,74282805458608;1
"82";-0,222661509019268;0
"83";0,862894276248457;1
"84";0,716600833741054;0
"85";0,440241864384138;0
"86";0,308830621318104;1
"87";0,809764138331946;1
"88";2,37051966293556;1
"89";-1,1839450740654;0
"90";0,0760441655025096;1
"91";-0,416354674886519;0
"92";-0,191482343752627;0
"93";0,219544781407402;1
"94";1,15534831801052;0
"95";0,594957346950486;0
"96";-1,41964510835699;0
"97";-1,60667724535804;0
"98";0,892925899563175;0
"99";0,148167955187725;0
"100";1,22702839010139;0
"101";-0,761804339178029;0
"102";0,419375405889908;0
"103";-0,88994336463235;1
"104";0,711573965992631;0
"105";-0,483213014967826;1
"106";0,563174664450148;0
"107";0,810986685831601;1
"108";-1,50805085732545;1
"109";1,17816797701792;1
"110";1,27795361401459;1
"111";-1,13015460342218;1
"112";1,12886822740957;0
"113";-0,464134527164978;0
"114";-0,315760209531366;0
"115";0,924293146834949;0
"116";0,0771447239857784;0
"117";1,18992360511188;1
"118";0,89188620673818;1
"119";1,40554485828951;1
"120";1,10091896645618;1
"121";-0,331365607273294;1
"122";0,202881777969837;0
"123";-0,0317397438377262;0
"124";-1,04558030033457;1
"125";0,773681236848433;1
"126";-0,91480448366691;0
"127";0,398758007708097;1
"128";-1,06262279318038;0
"129";-0,363982247195756;0
"130";-1,20699485337827;0
"131";1,42921278138977;0
"132";0,633435890982831;0
"133";-1,84681561765642;1
"134";-0,681832173096207;0
"135";-0,310055479310703;1
"136";-0,833069194147765;1
"137";0,645331712888337;1
"138";0,875817500232534;1
"139";0,667298731892919;0
"140";0,954786436466587;0
"141";-1,52533217929194;1
"142";-1,20518539249191;0
"143";-1,96325248922053;0
"144";1,62075230981397;1
"145";0,522472338550601;1
"146";1,06587933403768;0
"147";0,530649868357319;0
"148";0,101983445884131;0
"149";1,33778246578648;0
"150";0,237234768491134;1
"151";-0,241104207400449;1
"152";-0,249867484595563;0
"153";1,15510474589615;0
"154";-0,714727239830997;1
"155";-0,716678342368315;1
"156";-2,32101703034786;0
"157";0,758830168917854;1
"158";1,30000604820099;1
"159";-1,19959767173686;0
"160";-1,58000075454988;0
"161";0,803166193642188;1
"162";-0,549408485122971;0
"163";0,521054525312535;0
"164";-0,549403066409499;1
"165";-0,288909314792203;1
"166";-0,527319296116693;1
"167";0,95914119477535;0
"168";-1,4681733294624;0
"169";0,18376389266813;0
"170";-1,2851471826518;1
"171";-0,98739989812347;1
"172";-0,264645326877995;1
"173";0,293934288151356;1
"174";1,06202433069828;0
"175";-0,420793902735398;1
"176";1,27718137641215;0
"177";0,37828932054008;1
"178";-0,158813064502744;1
"179";0,959829130595579;0
"180";0,698822374812083;1
"181";0,42551309377198;0
"182";0,64350003512817;0
"183";-1,36030614350351;0
"184";-0,198506106403194;0
"185";0,619302676875377;0
"186";2,06820960503683;0
"187";-0,15528475419725;1
"188";0,431245612229858;1
"189";0,6913173367059;0
"190";0,196361438143321;1
"191";0,113029361625959;0
"192";1,14533187428913;1
"193";-0,531151361321648;1
"194";-1,27705724668769;0
"195";-1,31869774983108;1
"196";-0,313474066535868;0
"197";-1,55365949266331;1
"198";-1,35051465613771;0
"199";-0,952093677209163;1
"200";-0,949543014529348;1
"201";1,21551377619565;0
"202";0,330876485104141;0
"203";1,54027511927468;1
"204";1,02204698502111;1
"205";-1,08081702266027;0
"206";0,645821591446535;1
"207";1,05262755621631;0
"208";-1,27464995015128;0
"209";-0,0436667284233794;1
"210";-1,14508364255337;1
"211";0,291880284678648;1
"212";1,41171505198662;1
"213";-0,281500328069645;1
"214";-1,82271258950182;0
"215";0,35254395875311;0
"216";-1,34845144147378;0
"217";0,707688317907428;0
"218";-0,260890936798779;1
"219";-0,296045179922245;1
"220";-0,891156301668746;1
"221";-0,179224716154013;1
"222";-0,132821624132353;1
"223";0,432429125495353;0
"224";-0,157607095063416;1
"225";0,0933636921106824;1
"226";0,733515420200271;0
"227";0,247311619665184;1
"228";1,78089173658816;1
"229";0,560610699002205;0
"230";1,32956476445216;0
"231";-0,278823495634461;0
"232";-1,11673154414092;1
"233";-0,249148394040265;0
"234";0,167988414568801;1
"235";0,527072727110327;1
"236";0,796008557527438;0
"237";-0,840677417098569;0
"238";-2,05547175082621;1
"239";-1,12805599106249;0
"240";-1,19130995880245;1
"241";1,60511404288097;0
"242";0,744423728488543;0
"243";0,862082205953383;0
"244";0,545155815476204;1
"245";0,509118696330326;0
"246";0,0274498741693672;1
"247";0,242584647178277;1
"248";-0,35787991433363;0
"249";-0,209655224347011;1
"250";1,17857072088428;1
"251";1,07789259245098;0
"252";1,0817812152325;1
"253";-1,3107938669776;1
"254";-0,906075576249343;0
"255";-0,530347831392414;1
"256";1,21316603678904;1
"257";-0,542413152126154;1
"258";-1,1336282652909;0
"259";-1,09461543379722;0
"260";-1,01290361883673;0
"261";0,410277325885889;0
"262";0,627740441926791;1
"263";-2,17987954506654;1
"264";0,0162554651767423;0
"265";0,980353523146482;0
"266";0,806348264817357;0
"267";0,269600888891297;1
"268";-2,28661560431758;1
"269";0,0310224761223877;0
"270";-0,335746697999837;0
"271";-0,263776161923756;0
"272";-0,355852460880201;0
"273";-0,33115479829018;1
"274";0,222735467817872;0
"275";2,42991031869739;0
"276";1,64629811873421;1
"277";-0,567208202759088;1
"278";-0,46705390018763;0
"279";0,812923452859406;1
"280";2,3001768909466;0
"281";0,477510141216588;1
"282";0,0638634816169111;0
"283";-0,989560939967667;1
"284";1,18041020362035;0
"285";0,191388477033146;1
"286";-1,2135935633847;0
"287";0,223195776627813;1
"288";-0,257324594345541;0
"289";0,41680641094213;1
"290";1,53772432571642;1
"291";0,193079635023937;0
"292";0,592316622600428;0
"293";-0,679974526915779;1
"294";0,54257328164249;1
"295";0,534867610680806;1
"296";1,05104466572565;0
"297";1,15579748458375;0
"298";-0,884437958942034;1
"299";-0,104468065804272;1
"300";1,27368426608477;0
"301";1,65254463898139;1
"302";0,740409467146639;1
"303";-0,63068545138345;0
"304";0,792349537294271;0
"305";0,27538457012308;1
"306";0,47275497124803;1
"307";-0,295583209452594;1
"308";0,916843934461376;1
"309";-1,40350302182772;0
"310";-1,02604677961141;1
"311";0,511596469184802;0
"312";1,46676526377829;1
"313";2,39291294709557;0
"314";-0,0677694084923992;0
"315";-0,0537850664527235;1
"316";1,99643445216969;0
"317";1,54321779434101;0
"318";-1,22833762626182;0
"319";2,79448799222478;1
"320";0,907013708274368;1
"321";1,05534519215293;0
"322";1,10794489530581;1
"323";0,833879057642652;0
"324";-0,0192755700186362;1
"325";-0,404433643078437;0
"326";0,295601573702913;0
"327";-0,0818745072348646;1
"328";-0,448078231626391;0
"329";0,0223107965723932;0
"330";0,0444672972361275;0
"331";0,630721165290636;1
"332";0,785619855169574;1
"333";-1,8507423930765;1
"334";-0,540655503762959;1
"335";-0,130645189306517;0
"336";-0,344251783023643;0
"337";0,0975871760348718;1
"338";0,246123920549124;1
"339";0,266407053232127;0
"340";0,704793475278744;1
"341";1,23544587854851;0
"342";0,435133381306893;1
"343";-0,308792927772878;1
"344";0,623478021862369;0
"345";-0,723995091640382;0
"346";1,61941870348572;0
"347";-0,466673410216944;1
"348";0,384541057446883;0
"349";2,11452131280045;0
"350";-0,878567366287876;1
"351";-0,736787965667858;1
"352";1,42114600133104;1
"353";-1,45508544127984;1
"354";1,12227338293318;0
"355";2,15843864176903;0
"356";0,428246613022636;0
"357";1,2011786904597;0
"358";1,03169011615184;0
"359";0,65387425271026;0
"360";2,16208177317955;1
"361";1,09462984183357;0
"362";0,726409354081993;0
"363";-1,24965713658319;1
"364";-1,1377951632908;1
"365";-0,968415477525956;0
"366";-1,5866857577184;1
"367";0,981697358073543;1
"368";-0,758953108565061;0
"369";2,30507700106696;1
"370";-0,273258880235017;1
"371";-0,00564993667529739;0
"372";0,550361728611523;1
"373";-0,365677802043687;0
"374";-0,429143835225301;0
"375";0,394697126797303;1
"376";2,36977624873515;1
"377";0,314269807914075;0
"378";-0,413785074516318;1
"379";-1,33569615831883;1
"380";0,565298593093812;1
"381";-0,528063682678589;0
"382";-0,200470617450974;1
"383";0,730621937296222;0
"384";-0,556624165079817;0
"385";-1,29976053616599;1
"386";-0,901996428112482;1
"387";-0,532838618785053;1
"388";-0,612941178575923;0
"389";1,89078003505454;0
"390";0,00458946640580149;1
"391";-0,639423720588603;0
"392";-0,261176045221688;1
"393";0,342791878432067;0
"394";-1,13324675462843;0
"395";0,216070302519178;1
"396";0,187999765963958;1
"397";1,07106474754445;1
"398";2,28496563845849;1
"399";-0,449826931556193;1
"400";1,39444645863646;1
"401";-0,0794570171204538;0
"402";1,33175154981561;1
"403";2,33614406267608;1
"404";0,40617493070536;0
"405";-0,588359104584862;1
"406";-1,80648670291891;1
"407";-1,80004570159855;1
"408";-0,790997815692599;1
"409";1,34778676862693;1
"410";-0,624239390358288;0
"411";0,0171303448979081;1
"412";-0,0172209221913071;0
"413";-0,45962928217906;0
"414";1,62293679052688;1
"415";2,31931961261593;1
"416";-3,00143130631433;0
"417";-1,7719855830517;0
"418";-0,214839222835782;1
"419";0,524533780689095;1
"420";-1,2340779266711;0
"421";0,624893421959086;1
"422";1,23305745705665;0
"423";-0,443128656798487;1
"424";0,902262439327522;1
"425";0,612045506886779;0
"426";-0,0786573652743859;1
"427";-0,554839349899383;1
"428";1,37951604720639;1
"429";1,66851512986719;1
"430";1,34509418039941;0
"431";-0,123691528930432;0
"432";1,08390245355002;1
"433";0,16949684562022;1
"434";0,980852109742971;1
"435";-0,304494667996068;0
"436";0,090718722896411;1
"437";1,15739669737882;1
"438";-1,37779508602292;0
"439";-1,0042027269693;0
"440";-0,0232803049150424;0
"441";1,69674727378832;1
"442";-0,609363251021323;1
"443";1,1567926574554;1
"444";0,424214916348287;1
"445";0,0696176354399166;1
"446";-0,903552495326817;0
"447";0,473145102971962;0
"448";1,38848897790595;0
"449";0,0347460937641738;0
"450";-1,29258502807925;0
"451";1,16396750490781;0
"452";-1,37338459706839;1
"453";-2,51833505361223;0
"454";-0,557529230566371;1
"455";-0,137432882709112;1
"456";-0,285308311476911;1
"457";-0,343078770743297;0
"458";-0,0393108840099046;0
"459";1,03696598772379;1
"460";-0,209948400815891;1
"461";-0,578954270631392;1
"462";1,75174561927189;0
"463";0,0639614097678905;1
"464";1,10636301587614;0
"465";-0,0191778372395672;0
"466";-1,34346017845903;1
"467";2,70063662306933;0
"468";-0,59369442224344;1
"469";1,21519498093684;1
"470";0,117918268335045;1
"471";-0,389959689339194;1
"472";-1,77564356755388;1
"473";1,00783137615909;0
"474";-0,27923479676676;0
"475";-1,2495658552846;0
"476";1,24849112786506;0
"477";-0,192213376565867;0
"478";1,06197623108744;1
"479";-2,15826968002626;0
"480";1,28961053233286;0
"481";-0,278109965553826;1
"482";-0,255002892972946;0
"483";1,47715823880373;1
"484";0,988690120610015;1
"485";-1,46500067717319;0
"486";-0,616252697872704;0
"487";0,106105839406424;0
"488";-1,69401675772715;1
"489";-1,46642285371569;1
"490";0,377676704136299;1
"491";1,07121670193883;1
"492";-0,181203439499003;1
"493";1,43723403098892;1
"494";0,207260802451009;1
"495";-2,05393312516692;1
"496";-0,522910348265564;0
"497";1,2307853101205;1
"498";-0,0931413376156523;1
"499";-0,909446562253103;0
"500";-0,718299507375985;1
"501";1,0194750449077;1
"502";-0,530009597813799;1
"503";0,323214538708514;1
"504";-0,00943803907548682;1
"505";0,793499432643279;0
"506";1,84435049142761;1
"507";1,23996868635003;0
"508";0,179436743147771;1
"509";1,65721449904792;0
"510";1,28122314018687;1
"511";-1,40241063212584;0
"512";0,306770461112927;1
"513";0,867508596431377;0
"514";-0,0332351571017433;0
"515";1,10406455632601;1
"516";1,28009672517014;1
"517";0,393697312082985;0
"518";0,376808327967099;0
"519";-0,251742907048644;0
"520";0,504094890826784;0
"521";-1,1798034713483;1
"522";-0,11829945251477;0
"523";-0,483248466608848;1
"524";0,827691344716945;1
"525";-0,1478817647743;1
"526";0,627922247127298;0
"527";1,67843072799152;0
