"";"x"
"1";0,17547129288067
"2";0,324258785671587
"3";0,145600150270876
"4";0,356960770585246
"5";0,147652850702242
"6";0,394439901304639
"7";0,458226821536631
"8";0,227971111774563
"9";0,675723940013721
"10";0,371027558608911
"11";0,176258773790538
"12";0,0270439082641142
"13";0,56486743345599
"14";0,276725347005099
"15";0,282455557182276
"16";0,51389610078144
"17";0,480350616114583
"18";0,420895603941973
"19";0,507022615518074
"20";0,469859750595361
"21";0,301013036276678
"22";0,0379703385543691
"23";0,427477093547029
"24";0,274512561044725
"25";0,255280480598809
"26";0,0748792631693367
"27";0,19870319977795
"28";0,377685506422898
"29";0,631966549713637
"30";0,265404690687548
"31";0,370515810422929
"32";0,274970979023124
"33";0,0834765493704141
"34";0,209124273552304
"35";0,212610119874852
"36";0,273885043130445
"37";0,557778992750255
"38";0,253636071511577
"39";0,237259377196281
"40";0,44737254390719
"41";0,411536761633282
"42";0,16622319028395
"43";0,16350008615987
"44";0,36509980821627
"45";0,466233156931103
"46";0,263561593669235
"47";0,496620152793837
"48";0,372978371563689
"49";0,359643552363124
"50";0,109226734140374
"51";0,217219427311672
"52";0,119120331139852
"53";0,414805315668754
"54";0,259213755008942
"55";0,277854816290012
"56";0,445489877952886
"57";0,291403510462361
"58";0,158375902347776
"59";0,325381629659981
"60";0,0491061835560658
"61";0,317678574419909
"62";0,39153687113891
"63";0,163145876319784
"64";0,425160893952144
"65";0,132689407399208
"66";0,0957539391813403
"67";0,348249147241787
"68";0,204415683208848
"69";0,285937586757103
"70";0,300966432542225
"71";0,181095744495451
"72";0,184318284204463
"73";0,259190129687723
"74";0,58005657243316
"75";0,0703035222253487
"76";0,420906944454746
"77";0,357754914527424
"78";0,54730928325086
"79";0,228183637607635
"80";0,366370960465255
"81";0,342742457621402
"82";0,18840747748746
"83";0,58859506438627
"84";0,574995228502405
"85";0,44822087986348
"86";0,411992350573627
"87";0,0933874490327176
"88";0,183604985160046
"89";0,0987997649967825
"90";0,199475834487063
"91";0,1763909908361
"92";0,29429653971643
"93";0,135662525248039
"94";0,318707262204694
"95";0,171258376614671
"96";0,74608111448845
"97";0,504596944168702
"98";0,369695113317291
"99";0,174074330985481
"100";0,201396001874972
"101";0,171837043936521
"102";0,245653860865794
"103";0,212860958020191
"104";0,225403607757263
"105";0,232634220876333
"106";0,396091451957675
"107";0,251234731305474
"108";0,194215360295057
"109";0,627469001475605
"110";0,244328086813758
"111";0,250818735521077
"112";0,265906779030629
"113";0,271087513615424
"114";0,278173869812038
"115";0,167261277075291
"116";0,22465492099128
"117";0,298020298572117
"118";0,181192064337257
"119";0,405275927984596
"120";0,0707431394787401
"121";0,351692878026382
"122";0,0692166431685689
"123";0,228750224451282
"124";0,190656968649733
"125";0,171628793571849
"126";0,274361145283968
"127";0,0422489069923453
"128";0,579625933258393
"129";0,0589930919433563
"130";0,201087265931118
"131";0,110751737740665
"132";0,157307700021348
"133";0,289240652497422
"134";0,0923981872130924
"135";0,0608457526236023
"136";0,385409369817574
"137";0,281980493835439
"138";0,225740943021447
"139";0,133293621733142
"140";0,0734107784564372
"141";0,115453066733484
"142";0,529554872697443
"143";0,17625482572465
"144";0,0827780992497808
"145";0,379392616198984
"146";0,239926717156013
"147";0,498074955631321
"148";0,176561071363157
"149";0,23695861784063
"150";0,0790466951225745
"151";0,25743711840821
"152";0,329489089121164
"153";0,307564640963569
"154";0,387052320855852
"155";0,270385787301775
"156";0,222957298447916
"157";0,278752236989143
"158";0,471330576651688
"159";0,537236189659607
"160";0,588606712938895
"161";0,0980900263100329
"162";0,525042717518286
"163";0,33221988555471
"164";0,0751895551128483
"165";0,402685859863307
"166";0,254722261045705
"167";0,662308585151863
"168";0,155160323529427
"169";0,206584216529562
"170";0,133709612826276
"171";0,251277085062804
"172";0,373902595698761
"173";0,160015826950831
"174";0,482821977233358
