"";"x"
"1";0,82452870711933
"2";0,675741214328414
"3";0,854399849729124
"4";0,643039229414754
"5";0,852347149297757
"6";0,605560098695361
"7";0,541773178463369
"8";0,772028888225437
"9";0,324276059986279
"10";0,628972441391089
"11";0,823741226209462
"12";0,972956091735886
"13";0,435132566544011
"14";0,723274652994901
"15";0,717544442817724
"16";0,48610389921856
"17";0,519649383885417
"18";0,579104396058027
"19";0,492977384481926
"20";0,530140249404639
"21";0,698986963723322
"22";0,962029661445631
"23";0,572522906452971
"24";0,725487438955275
"25";0,744719519401191
"26";0,925120736830663
"27";0,80129680022205
"28";0,622314493577102
"29";0,368033450286363
"30";0,734595309312452
"31";0,629484189577071
"32";0,725029020976876
"33";0,916523450629586
"34";0,790875726447696
"35";0,787389880125148
"36";0,726114956869555
"37";0,442221007249746
"38";0,746363928488423
"39";0,762740622803719
"40";0,55262745609281
"41";0,588463238366718
"42";0,83377680971605
"43";0,83649991384013
"44";0,63490019178373
"45";0,533766843068897
"46";0,736438406330765
"47";0,503379847206163
"48";0,627021628436311
"49";0,640356447636876
"50";0,890773265859626
"51";0,782780572688328
"52";0,880879668860148
"53";0,585194684331246
"54";0,740786244991058
"55";0,722145183709988
"56";0,554510122047114
"57";0,708596489537639
"58";0,841624097652223
"59";0,674618370340019
"60";0,950893816443934
"61";0,682321425580091
"62";0,60846312886109
"63";0,836854123680216
"64";0,574839106047856
"65";0,867310592600792
"66";0,90424606081866
"67";0,651750852758213
"68";0,795584316791152
"69";0,714062413242897
"70";0,699033567457775
"71";0,818904255504549
"72";0,815681715795537
"73";0,740809870312277
"74";0,41994342756684
"75";0,929696477774651
"76";0,579093055545254
"77";0,642245085472576
"78";0,45269071674914
"79";0,771816362392365
"80";0,633629039534745
"81";0,657257542378598
"82";0,81159252251254
"83";0,41140493561373
"84";0,425004771497595
"85";0,55177912013652
"86";0,588007649426373
"87";0,906612550967282
"88";0,816395014839954
"89";0,901200235003217
"90";0,800524165512937
"91";0,8236090091639
"92";0,70570346028357
"93";0,864337474751961
"94";0,681292737795306
"95";0,828741623385329
"96";0,253918885511549
"97";0,495403055831298
"98";0,630304886682709
"99";0,825925669014519
"100";0,798603998125028
"101";0,828162956063479
"102";0,754346139134206
"103";0,787139041979809
"104";0,774596392242737
"105";0,767365779123667
"106";0,603908548042325
"107";0,748765268694526
"108";0,805784639704943
"109";0,372530998524395
"110";0,755671913186242
"111";0,749181264478924
"112";0,734093220969371
"113";0,728912486384576
"114";0,721826130187962
"115";0,832738722924709
"116";0,775345079008721
"117";0,701979701427883
"118";0,818807935662743
"119";0,594724072015404
"120";0,92925686052126
"121";0,648307121973618
"122";0,930783356831431
"123";0,771249775548718
"124";0,809343031350267
"125";0,828371206428151
"126";0,725638854716032
"127";0,957751093007655
"128";0,420374066741607
"129";0,941006908056644
"130";0,798912734068882
"131";0,889248262259335
"132";0,842692299978652
"133";0,710759347502578
"134";0,907601812786908
"135";0,939154247376398
"136";0,614590630182426
"137";0,718019506164561
"138";0,774259056978553
"139";0,866706378266858
"140";0,926589221543563
"141";0,884546933266516
"142";0,470445127302557
"143";0,82374517427535
"144";0,917221900750219
"145";0,620607383801016
"146";0,760073282843987
"147";0,501925044368679
"148";0,823438928636843
"149";0,76304138215937
"150";0,920953304877425
"151";0,74256288159179
"152";0,670510910878836
"153";0,692435359036431
"154";0,612947679144147
"155";0,729614212698225
"156";0,777042701552084
"157";0,721247763010857
"158";0,528669423348312
"159";0,462763810340393
"160";0,411393287061105
"161";0,901909973689967
"162";0,474957282481714
"163";0,66778011444529
"164";0,924810444887152
"165";0,597314140136693
"166";0,745277738954295
"167";0,337691414848137
"168";0,844839676470573
"169";0,793415783470438
"170";0,866290387173724
"171";0,748722914937196
"172";0,626097404301239
"173";0,839984173049169
"174";0,517178022766642
"175";0,899438097882026
"176";0,881338119612685
"177";0,877477445619637
"178";0,623734007721927
"179";0,785147154810163
"180";0,624345155829922
"181";0,776503914785999
"182";0,560393221320159
"183";0,59228458246311
"184";0,716984331585394
"185";0,600003531539919
"186";0,746336142936577
"187";0,621658502116019
"188";0,7883962988149
"189";0,915870425141929
"190";0,322021182327235
"191";0,772619747028071
"192";0,904210348695213
"193";0,566789157953318
"194";0,723230177548511
"195";0,945986389658736
"196";0,713854948005145
"197";0,825108391075547
"198";0,778253586910794
"199";0,893819413144309
"200";0,776543000229194
"201";0,936416136972545
"202";0,672781372798009
"203";0,658140016242417
"204";0,873801752762855
"205";0,991759437896913
"206";0,826637212623735
"207";0,584996966842261
"208";0,726195657609194
"209";0,733703836933327
"210";0,587423956204571
"211";0,897102910531084
"212";0,443144011335503
"213";0,715363825492656
"214";0,549923989922565
"215";0,666993754343992
"216";0,860137941302892
"217";0,424271993834192
"218";0,811949748681204
"219";0,763157566075621
"220";0,74666420275398
"221";0,464711988004544
"222";0,685974073097448
"223";0,624875407171285
"224";0,728146734582261
"225";0,761709972486423
"226";0,552995903100379
"227";0,429055936025007
"228";0,980076743586336
"229";0,584436692116888
"230";0,632526800702442
"231";0,792592557360335
"232";0,484113213007264
"233";0,786533960171523
"234";0,768296216874402
"235";0,509845250053927
"236";0,65659170182991
"237";0,79207809954078
"238";0,897391414177957
"239";0,77652573644353
"240";0,868039677479897
"241";0,763745815873997
"242";0,627902230057324
"243";0,856577915882304
"244";0,681727485106693
"245";0,433628336470968
"246";0,541066467733042
"247";0,91061047658542
"248";0,492749469041849
"249";0,627015887677016
"250";0,789622715365983
"251";0,835592749732617
"252";0,81753196426508
"253";0,875676757024012
"254";0,830755520911211
"255";0,485729986748567
"256";0,618550394290854
"257";0,469007614798349
"258";0,786683427992122
"259";0,632140811838417
"260";0,662397339956102
"261";0,921114860464374
"262";0,686353131681471
"263";0,534547302289046
"264";0,482968064649915
"265";0,724389204560915
"266";0,772104208110918
"267";0,881256479092112
"268";0,78558207780312
"269";0,284488922619516
"270";0,324153815706393
"271";0,697233319791188
"272";0,585821294203271
"273";0,878530273786248
"274";0,644536158735278
"275";0,458194782621236
"276";0,693852728708863
"277";0,797371947842341
"278";0,828919557547622
"279";0,721485788417127
"280";0,450975550777926
"281";0,802241951505441
"282";0,738102352158198
"283";0,90839569764673
"284";0,603878094444984
"285";0,382641004259335
"286";0,328456775518998
"287";0,521406214747465
"288";0,955047104845255
"289";0,606876656440583
"290";0,613156102372192
"291";0,780404238767636
"292";0,6785992149589
"293";0,858199411717454
"294";0,557241714366075
"295";0,775839733776935
"296";0,933485398789469
"297";0,782819865150682
"298";0,366379119149971
"299";0,777091529374455
"300";0,543243475168297
"301";0,485341573419036
"302";0,713396477419624
"303";0,780218245643174
"304";0,809567368717304
"305";0,541439352721859
"306";0,883169666556496
"307";0,661940683673204
"308";0,769215773499287
"309";0,9195098936373
"310";0,493792965189296
"311";0,751365095911545
"312";0,524477070790264
"313";0,557750851840365
"314";0,631297533911791
"315";0,751647328811235
"316";0,578514376415773
"317";0,895695639446652
"318";0,744690642812141
"319";0,958020320343182
"320";0,752103928191178
"321";0,985640386014981
"322";0,825896628824467
"323";0,793377045592952
"324";0,747264563660912
"325";0,574459826187029
"326";0,557472822433091
"327";0,585638016237996
"328";0,816282963583809
"329";0,915207821350362
"330";0,786446618383071
"331";0,654817787045892
"332";0,852702156929975
"333";0,727987161187112
"334";0,895045436838991
"335";0,715960932107465
"336";0,687546122033126
"337";0,742842829240847
"338";0,746248711246101
"339";0,535348026034814
"340";0,438977294031204
"341";0,865918501753862
"342";0,679929783840846
"343";0,725564862368698
"344";0,639493115301153
"345";0,957190698289829
"346";0,573589987521835
"347";0,444594704092403
"348";0,648296378521043
"349";0,736017296529258
"350";0,866060255102602
"351";0,301452789666611
"352";0,705107980311997
"353";0,837601396136652
"354";0,50771744471162
"355";0,449480521075349
"356";0,820968857286579
"357";0,786810409803427
"358";0,791081299594562
"359";0,784223411883671
"360";0,782679357388422
"361";0,77031204416295
"362";0,835056407523839
"363";0,786352499419165
"364";0,564142512815333
"365";0,435177730185666
"366";0,845682979993044
"367";0,806125678813182
"368";0,59667255031381
"369";0,465473318836538
"370";0,762343486665107
"371";0,921456564088568
"372";0,346121296288014
"373";0,836915448849521
"374";0,727246601116027
"375";0,947820533895456
"376";0,585193845478396
"377";0,846722325262384
"378";0,826741313759053
"379";0,832661156816577
"380";0,964382350009638
"381";0,602249252723838
"382";0,930392235894319
"383";0,719307755620221
"384";0,579336111064207
"385";0,752648235614432
"386";0,500394271075692
"387";0,719451098257387
"388";0,827710331928884
"389";0,794017472772173
"390";0,717959361586364
"391";0,511094744651291
"392";0,671033083217788
"393";0,993502496428389
"394";0,915478450253847
"395";0,792398209626381
"396";0,664037395422144
"397";0,977978597612111
"398";0,48114457196511
"399";0,821186865297891
"400";0,842982918397572
"401";0,932378842262646
"402";0,9236192703018
"403";0,702772136248275
"404";0,60018526757894
"405";0,967641521310725
"406";0,876079094718227
"407";0,593664130970511
"408";0,797191086674055
"409";0,158239925476957
"410";0,578700594933956
"411";0,713298179496793
"412";0,654490678075041
"413";0,836270055800483
"414";0,570432200215632
"415";0,333240048262488
"416";0,446932640745334
"417";0,851362876691639
"418";0,937468613150758
"419";0,735920395262616
"420";0,616826836714539
"421";0,910845292544082
"422";0,634946289084386
"423";0,664771939568428
"424";0,41539596759089
"425";0,719889370018413
"426";0,781076100983585
"427";0,892733189703396
"428";0,807616856822079
"429";0,781905905534915
"430";0,746773595007568
"431";0,8808239612415
"432";0,961121636492624
"433";0,598880322285946
"434";0,886336787168838
"435";0,861045323967537
"436";0,691314521870365
"437";0,888447758906623
"438";0,648076532027002
"439";0,888216936412938
"440";0,638841728302295
"441";0,859420653395808
"442";0,698416052243528
"443";0,770523055710785
"444";0,896752663096639
"445";0,711999464178034
"446";0,472803801579954
"447";0,762062413484165
"448";0,425284486171445
"449";0,889054721780064
"450";0,867540449195801
"451";0,871492344965244
"452";0,704597655959184
"453";0,788984630340689
"454";0,665216963724998
"455";0,792109553505362
"456";0,632668857626179
"457";0,782572171635354
"458";0,4165008467724
"459";0,840779343092232
"460";0,651927972084175
"461";0,860944648315143
"462";0,670407942627852
"463";0,723828412224197
"464";0,94246462071607
"465";0,742530051764678
"466";0,419334273361682
"467";0,556678551250369
"468";0,684470348918668
"469";0,897738853773372
"470";0,422479640649947
"471";0,698019810747622
"472";0,796983215332588
"473";0,845331030892147
"474";0,649037305611459
"475";0,390170675064085
"476";0,576997667893182
"477";0,772316990704
"478";0,791448800664247
"479";0,637102725750136
"480";0,599173529650565
"481";0,710512731029619
"482";0,379605661865251
"483";0,727396724894912
"484";0,835456984120496
"485";0,593278400194277
"486";0,972403843851587
"487";0,628469991263636
"488";0,603229984054419
"489";0,757560529551673
"490";0,889387561142631
"491";0,787509082889679
"492";0,313529700863651
"493";0,841658318468544
"494";0,97757781163846
"495";0,522067754433047
"496";0,805038954364966
"497";0,806573766431179
"498";0,900216747343678
"499";0,718820111981979
"500";0,551511251845171
"501";0,818590653701191
"502";0,821537897250871
"503";0,443182877817375
"504";0,761681957607413
"505";0,745493937412637
"506";0,824426780026396
"507";0,498081516520398
"508";0,874832921917158
"509";0,512063171271701
"510";0,523827287435906
"511";0,799578233545983
"512";0,512288561085107
"513";0,474154331654254
"514";0,583712949393319
"515";0,960527914973946
"516";0,894743204117178
"517";0,916472068268682
"518";0,679207709032148
"519";0,303766813730947
"520";0,277983622583822
"521";0,605348311208307
"522";0,504045632790296
"523";0,74265304288695
"524";0,610050330343473
"525";0,63217244160898
"526";0,844132313660602
"527";0,769889646798649
"528";0,740745597651209
"529";0,357932491470281
"530";0,880025795386256
"531";0,968434412016758
"532";0,851760700893571
"533";0,794394828051284
"534";0,496907820862335
"535";0,844419602649701
